publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	own_anchor	package:collection	all_issns	zdb_id
Powder Metallurgy and Metal Ceramics (Formerly: Soviet Powder Metallurgy and Metal Ceramics)	0038-5735	1573-9066	1997	36	1				https://link.springer.com/journal/volumesAndIssues/11106		9422		fulltext		Springer (formerly: Kluwer)	Serial		DESPR:deal_springer	0038-5735;1068-1302;1573-9066	2037317-X
Powder Metallurgy and Metal Ceramics (Formerly: Soviet Powder Metallurgy and Metal Ceramics)	0038-5735	1573-9066	2020						https://link.springer.com/journal/volumesAndIssues/11106		9422		fulltext		Springer (formerly: Kluwer)	Serial		DESPR:deal_springer_current	0038-5735;1068-1302;1573-9066	2037317-X
Powder Metallurgy and Metal Ceramics (Formerly: Soviet Powder Metallurgy and Metal Ceramics)	0038-5735	1573-9066	2020						https://link.springer.com/journal/volumesAndIssues/11106		9422		fulltext		Springer (formerly: Kluwer)	Serial		DESPR:deal_springer_current	0038-5735;1068-1302;1573-9066	2037317-X
Powder Technology	0032-5910	1873-328X	1967	1		2022	412		https://www.sciencedirect.com/science/journal/00325910		2761		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	0032-5910;1873-328X	2019938-7
Powder Technology	0032-5910	1873-328X	1995	82		2022	412		https://www.sciencedirect.com/science/journal/00325910		2761		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_frc	0032-5910;1873-328X	2019938-7
Powder Technology	0032-5910	1873-328X	2023	413					https://www.sciencedirect.com/science/journal/00325910		2761		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_core	0032-5910;1873-328X	2019938-7
Power Electronic Devices and Components		2772-3704	2022	1					https://www.sciencedirect.com/science/journal/27723704		483465		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_core	2772-3704	3106187-4
Power Technology and Engineering (formerly: Hydrotechnical Construction)	0018-8220	1570-1468	1997	31	1				https://link.springer.com/journal/volumesAndIssues/10749		31771		fulltext		Springer (formerly: Kluwer)	Serial		DESPR:deal_springer	0018-8220;1570-145X;1570-1468	2037320-X
Power Technology and Engineering (formerly: Hydrotechnical Construction)	0018-8220	1570-1468	1997	31	1				https://link.springer.com/journal/volumesAndIssues/10749		31771		fulltext		Springer (formerly: Kluwer)	Serial		DESPR:deal_springer	0018-8220;1570-145X;1570-1468	2037320-X
Power Technology and Engineering (formerly: Hydrotechnical Construction)	0018-8220	1570-1468	2020						https://link.springer.com/journal/volumesAndIssues/10749		31771		fulltext		Springer (formerly: Kluwer)	Serial		DESPR:deal_springer_current	0018-8220;1570-145X;1570-1468	2037320-X
Power Technology and Engineering (formerly: Hydrotechnical Construction)	0018-8220	1570-1468	2020						https://link.springer.com/journal/volumesAndIssues/10749		31771		fulltext		Springer (formerly: Kluwer)	Serial		DESPR:deal_springer_current	0018-8220;1570-145X;1570-1468	2037320-X
PPAR Research	1687-4757	1687-4765	2006	1					https://onlinelibrary.wiley.com/journal/1751		67270		fulltext		Wiley	Serial		WIDEA:deal_wiley	1687-4757;1687-4765	2237981-2
Practical Laboratory Medicine		2352-5517	2015	1					https://www.sciencedirect.com/science/journal/23525517		237232		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_core	2352-5517	2834973-8
Practical Radiation Oncology (PRO)	1879-8500	1879-8519	2023	13					https://www.sciencedirect.com/journal/practical-radiation-oncology		180675		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_core	1879-8500;1879-8519	2655748-4
Practice Development in Health Care	1475-9861	1557-105X	2002	1		2009	8		https://onlinelibrary.wiley.com/loi/1557105x		131457		fulltext		John Wiley & Sons, Ltd.	Serial		WIDEA:deal_wiley	1475-9861;1557-105X	2540373-4
Pramana : Journal of Physics	0304-4289	0973-7111	1997	48	1				https://link.springer.com/journal/volumesAndIssues/12043		91244		fulltext		Indian Academy of Sciences ; Springer	Serial		DESPR:deal_springer	0304-4289;0973-7111	2046354-6
Pramana : Journal of Physics	0304-4289	0973-7111	1997	48	1				https://link.springer.com/journal/volumesAndIssues/12043		91244		fulltext		Indian Academy of Sciences ; Springer	Serial		DESPR:deal_springer	0304-4289;0973-7111	2046354-6
Pramana : Journal of Physics	0304-4289	0973-7111	2020	94	1				https://link.springer.com/journal/volumesAndIssues/12043		91244		fulltext		Indian Academy of Sciences ; Springer	Serial		DESPR:deal_springer_current	0304-4289;0973-7111	2046354-6
Pramana : Journal of Physics	0304-4289	0973-7111	2020	94	1				https://link.springer.com/journal/volumesAndIssues/12043		91244		fulltext		Indian Academy of Sciences ; Springer	Serial		DESPR:deal_springer_current	0304-4289;0973-7111	2046354-6
Praticien en Anesthsie Ranimation, Le	1279-7960	2352-3573	2023	27					https://www.sciencedirect.com/science/journal/12797960		36242		fulltext		Masson	Serial		ELDEA:deal_elsevier_core	1279-7960;2352-3573	2049475-0
Praticien en Anesthsie Ranimation, Le	1279-7960	2352-3573	2004	8		2022	26		https://www.sciencedirect.com/science/journal/12797960		36242		fulltext		Masson	Serial		ELDEA:deal_elsevier_arch	1279-7960;2352-3573	2049475-0
Pratique Mdicale et Chirurgicale de l'Animal de Compagnie	0758-1882	2212-5213	2008	43		2013	48	4	https://www.sciencedirect.com/science/journal/07581882		111239		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	0758-1882;2212-5213	2473130-4
Pratique Mdicale et Chirurgicale de l'Animal de Compagnie	0758-1882	2212-5213	2008	43		2013	48	4	https://www.sciencedirect.com/science/journal/07581882		111239		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_frc	0758-1882;2212-5213	2473130-4
Pratique Neurologique - FMC	1878-7762	1878-7770	2023	14					https://www.sciencedirect.com/science/journal/18787762		134862		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_core	1878-7762;1878-7770	2557477-2
Pratique Neurologique - FMC	1878-7762	1878-7770	2010	1		2022	13	4	https://www.sciencedirect.com/science/journal/18787762		134862		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	1878-7762;1878-7770	2557477-2
Pratiques Psychologiques	1269-1763	1878-092X	2004	10		2022	28	4	https://www.sciencedirect.com/science/journal/12691763		45652		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	1269-1763;1878-092X	2149663-8
Pratiques Psychologiques	1269-1763	1878-092X	2004	10		2022	28	4	https://www.sciencedirect.com/science/journal/12691763		45652		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_frc	1269-1763;1878-092X	2149663-8
Pratiques Psychologiques	1269-1763	1878-092X	2023	29					https://www.sciencedirect.com/science/journal/12691763		45652		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_core	1269-1763;1878-092X	2149663-8
Prvention und Gesundheitsfrderung	1861-6755	1861-6763	2006	1	1				https://link.springer.com/journal/volumesAndIssues/11553		60925		fulltext		Springer	Serial		DESPR:deal_springer	1861-6755;1861-6763	2211781-7
Prvention und Gesundheitsfrderung	1861-6755	1861-6763	2006	1	1				https://link.springer.com/journal/volumesAndIssues/11553		60925		fulltext		Springer	Serial		DESPR:deal_springer	1861-6755;1861-6763	2211781-7
Prvention und Gesundheitsfrderung	1861-6755	1861-6763	2020	15	1				https://link.springer.com/journal/volumesAndIssues/11553		60925		fulltext		Springer	Serial		DESPR:deal_springer_current	1861-6755;1861-6763	2211781-7
Prvention und Gesundheitsfrderung	1861-6755	1861-6763	2020	15	1				https://link.springer.com/journal/volumesAndIssues/11553		60925		fulltext		Springer	Serial		DESPR:deal_springer_current	1861-6755;1861-6763	2211781-7
Precambrian Research	0301-9268	1872-7433	2003	120		2022	383		https://www.sciencedirect.com/science/journal/03019268		3630		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	0301-9268;1872-7433	1500672-4
Precambrian Research	0301-9268	1872-7433	1995	70	3	2022	383		https://www.sciencedirect.com/science/journal/03019268		3630		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_frc	0301-9268;1872-7433	1500672-4
Precambrian Research	0301-9268	1872-7433	2023	384					https://www.sciencedirect.com/science/journal/03019268		3630		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_core	0301-9268;1872-7433	1500672-4
Precision Agriculture	1385-2256	1573-1618	1999	1	1				https://link.springer.com/journal/volumesAndIssues/11119		6328		fulltext		Springer Science+Business Media B.V. ; Kluwer Academic Publ.	Serial		DESPR:deal_springer	1385-2256;1573-1618	2016333-2
Precision Agriculture	1385-2256	1573-1618	1999	1	1				https://link.springer.com/journal/volumesAndIssues/11119		6328		fulltext		Springer Science+Business Media B.V. ; Kluwer Academic Publ.	Serial		DESPR:deal_springer	1385-2256;1573-1618	2016333-2
Precision Agriculture	1385-2256	1573-1618	2020	21	1				https://link.springer.com/journal/volumesAndIssues/11119		6328		fulltext		Springer Science+Business Media B.V. ; Kluwer Academic Publ.	Serial		DESPR:deal_springer_current	1385-2256;1573-1618	2016333-2
Precision Agriculture	1385-2256	1573-1618	2020	21	1				https://link.springer.com/journal/volumesAndIssues/11119		6328		fulltext		Springer Science+Business Media B.V. ; Kluwer Academic Publ.	Serial		DESPR:deal_springer_current	1385-2256;1573-1618	2016333-2
Precision Engineering	0141-6359	1873-2372	1979	1		2022	78		https://www.sciencedirect.com/science/journal/01416359		3467		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	0141-6359;1873-2372	2000665-2
Precision Engineering	0141-6359	1873-2372	1995	17		2022	78		https://www.sciencedirect.com/science/journal/01416359		3467		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_frc	0141-6359;1873-2372	2000665-2
Precision Engineering	0141-6359	1873-2372	2023	79					https://www.sciencedirect.com/science/journal/01416359		3467		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_core	0141-6359;1873-2372	2000665-2
Precision Medical Sciences		2642-2514	2020	9					https://onlinelibrary.wiley.com/journal/26422514		465225		fulltext		Wiley	Serial		WIDEA:deal_wiley	2642-2514	3024823-1
Precision Radiation Oncology		2398-7324	2017	1					https://onlinelibrary.wiley.com/journal/23987324		308800		fulltext		Wiley	Serial		WIDEA:deal_wiley	2398-7324	2899107-2
Pregnancy : Official Journal of the Society for Maternal-Fetal Medicine		2997-9684	2025	1					https://onlinelibrary.wiley.com/journal/29979684		529449		fulltext		Wiley ; Society for Maternal-Fetal Medicine	Serial		WIDEA:deal_wiley	2997-9684	3211646-9
Pregnancy Hypertension: An International Journal of Women's Cardiovascular Health	2210-7789	2210-7797	2010	1		2022	30		https://www.sciencedirect.com/science/journal/22107789		149031		fulltext		Elsevier ; International Society for the Study of Hypertension in Pregnancy	Serial		ELDEA:deal_elsevier_arch	2210-7789;2210-7797	2584464-7
Pregnancy Hypertension: An International Journal of Women's Cardiovascular Health	2210-7789	2210-7797	2010	1		2022	30		https://www.sciencedirect.com/science/journal/22107789		149031		fulltext		Elsevier ; International Society for the Study of Hypertension in Pregnancy	Serial		ELDEA:deal_elsevier_frc	2210-7789;2210-7797	2584464-7
Pregnancy Hypertension: An International Journal of Women's Cardiovascular Health	2210-7789	2210-7797	2023	31					https://www.sciencedirect.com/science/journal/22107789		149031		fulltext		Elsevier ; International Society for the Study of Hypertension in Pregnancy	Serial		ELDEA:deal_elsevier_core	2210-7789;2210-7797	2584464-7
Prenatal Diagnosis	0197-3851	1097-0223	1996	16					https://onlinelibrary.wiley.com/journal/10970223		1893		fulltext		Wiley-Blackwell - STM	Serial		WIDEA:deal_wiley	0197-3851;1097-0223	1491217-X
Presidential Studies Quarterly	0360-4918	1741-5705	1999	29					https://onlinelibrary.wiley.com/journal/17415705		9824		fulltext		Wiley-Blackwell - SSH 	Serial		WIDEA:deal_wiley	0360-4918;1741-5705	2040789-0
Press Mdicale Open, La		2590-2504	2020	1		2024	5		https://www.sciencedirect.com/science/journal/25902504		473139		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_core	2590-2504	3052292-4
Presse Mdicale Formation, La	2666-4801	2666-4798	2023	4					https://www.sciencedirect.com/science/journal/26664798		466901		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_core	2666-4801;2666-4798	3028725-X
Presse Mdicale Formation, La	2666-4801	2666-4798	2020	1		2022	3		https://www.sciencedirect.com/science/journal/26664798		466901		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	2666-4801;2666-4798	3028725-X
Presse Medicale, La	0032-7867	2213-0276	2004	33		2022	51	4	https://www.sciencedirect.com/science/journal/07554982		15164		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	0032-7867;0755-4982;2213-0276	2655417-3
Presse Medicale, La	0032-7867	2213-0276	2004	33		2022	51	4	https://www.sciencedirect.com/science/journal/07554982		15164		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_frc	0032-7867;0755-4982;2213-0276	2655417-3
Presse Medicale, La	0032-7867	2213-0276	2023	52					https://www.sciencedirect.com/science/journal/07554982		15164		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_core	0032-7867;0755-4982;2213-0276	2655417-3
Prevention Science	1389-4986	1573-6695	2000	1	1				https://link.springer.com/journal/volumesAndIssues/11121		8078		fulltext		Springer (formerly: Kluwer)	Serial		DESPR:deal_springer	1389-4986;1573-6695	2018644-7
Prevention Science	1389-4986	1573-6695	2000	1	1				https://link.springer.com/journal/volumesAndIssues/11121		8078		fulltext		Springer (formerly: Kluwer)	Serial		DESPR:deal_springer	1389-4986;1573-6695	2018644-7
Prevention Science	1389-4986	1573-6695	2020	21	1				https://link.springer.com/journal/volumesAndIssues/11121		8078		fulltext		Springer (formerly: Kluwer)	Serial		DESPR:deal_springer_current	1389-4986;1573-6695	2018644-7
Prevention Science	1389-4986	1573-6695	2020	21	1				https://link.springer.com/journal/volumesAndIssues/11121		8078		fulltext		Springer (formerly: Kluwer)	Serial		DESPR:deal_springer_current	1389-4986;1573-6695	2018644-7
Preventive Medicine	0091-7435	1096-0260	2003	36		2022	165		https://www.sciencedirect.com/science/journal/00917435		348		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	0091-7435;1096-0260	1471564-8
Preventive Medicine	0091-7435	1096-0260	1995	24		2022	165		https://www.sciencedirect.com/science/journal/00917435		348		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_frc	0091-7435;1096-0260	1471564-8
Preventive Medicine	0091-7435	1096-0260	2023	166					https://www.sciencedirect.com/science/journal/00917435		348		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_core	0091-7435;1096-0260	1471564-8
Preventive Medicine Reports		2211-3355	2014	1					https://www.sciencedirect.com/science/journal/22113355		219702		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_core	2211-3355	2785569-7
Preventive Veterinary Medicine	0167-5877	1873-1716	2023	210					https://www.sciencedirect.com/science/journal/01675877		3733		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_core	0167-5877;1873-1716	2008793-7
Preventive Veterinary Medicine	0167-5877	1873-1716	2003	56	4	2022	209		https://www.sciencedirect.com/science/journal/01675877		3733		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	0167-5877;1873-1716	2008793-7
Preventive Veterinary Medicine	0167-5877	1873-1716	1995	21	4	2022	209		https://www.sciencedirect.com/science/journal/01675877		3733		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_frc	0167-5877;1873-1716	2008793-7
Primary Care Diabetes	1751-9918		2007	1		2022	16	6	https://www.sciencedirect.com/science/journal/17519918		88080		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	1751-9918	2273997-X
Primary Care Diabetes	1751-9918		2007	1		2022	16	6	https://www.sciencedirect.com/science/journal/17519918		88080		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_frc	1751-9918	2273997-X
Primary Care Diabetes	1751-9918		2023	17					https://www.sciencedirect.com/science/journal/17519918		88080		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_core	1751-9918	2273997-X
Primary Care Update for OB/GYNS	1068-607X	1878-4283	1995	2		2003	10	6	https://www.sciencedirect.com/science/journal/1068607X		3074		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	1068-607X;1878-4283	2031338-X
Primary Care Update for OB/GYNS	1068-607X	1878-4283	1995	2		2003	10	6	https://www.sciencedirect.com/science/journal/1068607X		3074		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_frc	1068-607X;1878-4283	2031338-X
Primates	0032-8332	1610-7365	1997	38	1				https://link.springer.com/journal/volumesAndIssues/10329		30326		fulltext		Springer	Serial		DESPR:deal_springer	0032-8332;1610-7365	2100453-5
Primates	0032-8332	1610-7365	1997	38	1				https://link.springer.com/journal/volumesAndIssues/10329		30326		fulltext		Springer	Serial		DESPR:deal_springer	0032-8332;1610-7365	2100453-5
Primates	0032-8332	1610-7365	2020	61	1				https://link.springer.com/journal/volumesAndIssues/10329		30326		fulltext		Springer	Serial		DESPR:deal_springer_current	0032-8332;1610-7365	2100453-5
Primates	0032-8332	1610-7365	2020	61	1				https://link.springer.com/journal/volumesAndIssues/10329		30326		fulltext		Springer	Serial		DESPR:deal_springer_current	0032-8332;1610-7365	2100453-5
Probabilistic Engineering Mechanics	0266-8920	1878-4275	1986	1		2022	70		https://www.sciencedirect.com/science/journal/02668920		3378		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	0266-8920;1878-4275	2015684-4
Probabilistic Engineering Mechanics	0266-8920	1878-4275	1995	10		2022	70		https://www.sciencedirect.com/science/journal/02668920		3378		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_frc	0266-8920;1878-4275	2015684-4
Probabilistic Engineering Mechanics	0266-8920	1878-4275	2023	71					https://www.sciencedirect.com/science/journal/02668920		3378		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_core	0266-8920;1878-4275	2015684-4
Probability Theory and Related Fields (Formerly: Zeitschrift fr Wahrscheinlichkeitstheorie und verwandte Gebiete)	0044-3719	1432-2064	1997	107	1				https://link.springer.com/journal/volumesAndIssues/440		940		fulltext		Springer	Serial		DESPR:deal_springer	0044-3719;0178-8051;1432-2064	1462994-X
Probability Theory and Related Fields (Formerly: Zeitschrift fr Wahrscheinlichkeitstheorie und verwandte Gebiete)	0044-3719	1432-2064	1997	107	1				https://link.springer.com/journal/volumesAndIssues/440		940		fulltext		Springer	Serial		DESPR:deal_springer	0044-3719;0178-8051;1432-2064	1462994-X
Probability Theory and Related Fields (Formerly: Zeitschrift fr Wahrscheinlichkeitstheorie und verwandte Gebiete)	0044-3719	1432-2064	2020	176	1				https://link.springer.com/journal/volumesAndIssues/440		940		fulltext		Springer	Serial		DESPR:deal_springer_current	0044-3719;0178-8051;1432-2064	1462994-X
Probability Theory and Related Fields (Formerly: Zeitschrift fr Wahrscheinlichkeitstheorie und verwandte Gebiete)	0044-3719	1432-2064	2020	176	1				https://link.springer.com/journal/volumesAndIssues/440		940		fulltext		Springer	Serial		DESPR:deal_springer_current	0044-3719;0178-8051;1432-2064	1462994-X
Probiotics and Antimicrobial Proteins	1867-1306	1867-1314	2009	1	1				https://link.springer.com/journal/volumesAndIssues/12602		115685		fulltext		Springer	Serial		DESPR:deal_springer	1867-1306;1867-1314	2487792-X
Probiotics and Antimicrobial Proteins	1867-1306	1867-1314	2009	1	1				https://link.springer.com/journal/volumesAndIssues/12602		115685		fulltext		Springer	Serial		DESPR:deal_springer	1867-1306;1867-1314	2487792-X
Probiotics and Antimicrobial Proteins	1867-1306	1867-1314	2020	12	1				https://link.springer.com/journal/volumesAndIssues/12602		115685		fulltext		Springer	Serial		DESPR:deal_springer_current	1867-1306;1867-1314	2487792-X
Probiotics and Antimicrobial Proteins	1867-1306	1867-1314	2020	12	1				https://link.springer.com/journal/volumesAndIssues/12602		115685		fulltext		Springer	Serial		DESPR:deal_springer_current	1867-1306;1867-1314	2487792-X
Problems of Information Transmission	0032-9460	1608-3253	2001	37	1				https://link.springer.com/journal/volumesAndIssues/11122		15240		fulltext		Springer (formerly: Kluwer)	Serial		DESPR:deal_springer	0032-9460;1608-3253	2058126-9
Problems of Information Transmission	0032-9460	1608-3253	2001	37	1				https://link.springer.com/journal/volumesAndIssues/11122		15240		fulltext		Springer (formerly: Kluwer)	Serial		DESPR:deal_springer	0032-9460;1608-3253	2058126-9
Problems of Information Transmission	0032-9460	1608-3253	2020	56	1				https://link.springer.com/journal/volumesAndIssues/11122		15240		fulltext		Springer (formerly: Kluwer)	Serial		DESPR:deal_springer_current	0032-9460;1608-3253	2058126-9
Problems of Information Transmission	0032-9460	1608-3253	2020	56	1				https://link.springer.com/journal/volumesAndIssues/11122		15240		fulltext		Springer (formerly: Kluwer)	Serial		DESPR:deal_springer_current	0032-9460;1608-3253	2058126-9
ProCare : Aktuelle Information, Fort- und Weiterbildung fr die Mitarbeiter der Gesundheits- und Krankenpflege	0949-7323	1613-7574	2008	13	11				https://link.springer.com/journal/volumesAndIssues/735		114327		fulltext		Springer	Serial		DESPR:deal_springer	0949-7323;1613-7574	2479746-7
ProCare : Aktuelle Information, Fort- und Weiterbildung fr die Mitarbeiter der Gesundheits- und Krankenpflege	0949-7323	1613-7574	2008	13	11				https://link.springer.com/journal/volumesAndIssues/735		114327		fulltext		Springer	Serial		DESPR:deal_springer	0949-7323;1613-7574	2479746-7
ProCare : Aktuelle Information, Fort- und Weiterbildung fr die Mitarbeiter der Gesundheits- und Krankenpflege	0949-7323	1613-7574	2020	25	1				https://link.springer.com/journal/volumesAndIssues/735		114327		fulltext		Springer	Serial		DESPR:deal_springer_current	0949-7323;1613-7574	2479746-7
ProCare : Aktuelle Information, Fort- und Weiterbildung fr die Mitarbeiter der Gesundheits- und Krankenpflege	0949-7323	1613-7574	2020	25	1				https://link.springer.com/journal/volumesAndIssues/735		114327		fulltext		Springer	Serial		DESPR:deal_springer_current	0949-7323;1613-7574	2479746-7
Proceedings / Indian Academy of Sciences Mathematical Sciences (Formerly: Proceedings / Indian Academy of Sciences A, Physical Sciences)	0253-4142	0973-7685	1997	107	1				https://link.springer.com/journal/volumesAndIssues/12044		92819		fulltext		Indian Academy of Sciences ; Springer	Serial		DESPR:deal_springer	0253-4142;0370-0089;0973-7685	2099136-8
Proceedings / Indian Academy of Sciences Mathematical Sciences (Formerly: Proceedings / Indian Academy of Sciences A, Physical Sciences)	0253-4142	0973-7685	1997	107	1				https://link.springer.com/journal/volumesAndIssues/12044		92819		fulltext		Indian Academy of Sciences ; Springer	Serial		DESPR:deal_springer	0253-4142;0370-0089;0973-7685	2099136-8
Proceedings / Indian Academy of Sciences Mathematical Sciences (Formerly: Proceedings / Indian Academy of Sciences A, Physical Sciences)	0253-4142	0973-7685	2020	130	1				https://link.springer.com/journal/volumesAndIssues/12044		92819		fulltext		Indian Academy of Sciences ; Springer	Serial		DESPR:deal_springer_current	0253-4142;0370-0089;0973-7685	2099136-8
Proceedings / Indian Academy of Sciences Mathematical Sciences (Formerly: Proceedings / Indian Academy of Sciences A, Physical Sciences)	0253-4142	0973-7685	2020	130	1				https://link.springer.com/journal/volumesAndIssues/12044		92819		fulltext		Indian Academy of Sciences ; Springer	Serial		DESPR:deal_springer_current	0253-4142;0370-0089;0973-7685	2099136-8
Proceedings in Applied Mathematics and Mechanics (PAMM)		1617-7061	2002	1					https://onlinelibrary.wiley.com/journal/16177061		24702		fulltext		Wiley-Blackwell - STM	Serial		WIDEA:deal_wiley	1617-7061	2078931-2
Proceedings of the Association for Information Science and Technology (2002-)	0044-7870	1550-8390	2002	39					https://onlinelibrary.wiley.com/journal/15508390		56431		fulltext		Wiley-Blackwell - STM ; asis&t, Association for Information Science and Technology	Serial		WIDEA:deal_wiley	0044-7870;1936-1734;1550-8390;2373-9231	2205785-7
Proceedings of the Combustion Institute	1540-7489	1873-2704	2000	28		2021	38	4	https://www.sciencedirect.com/science/journal/15407489		55734		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	1540-7489;1873-2704	2197968-6
Proceedings of the Combustion Institute	1540-7489	1873-2704	2000	28		2021	38		https://www.sciencedirect.com/science/journal/15407489		55734		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_frc	1540-7489;1873-2704	2197968-6
Proceedings of the Combustion Institute	1540-7489	1873-2704	2023	39					https://www.sciencedirect.com/science/journal/15407489		55734		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_core	1540-7489;1873-2704	2197968-6
Proceedings of the Geologists' Association	0016-7878		1859	1		2022	133	6	https://www.sciencedirect.com/science/journal/00167878		10019		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	0016-7878	2043849-7
Proceedings of the Geologists' Association	0016-7878		1995	106		2022	133	6	https://www.sciencedirect.com/science/journal/00167878		10019		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_frc	0016-7878	2043849-7
Proceedings of the Geologists' Association	0016-7878		2023	134					https://www.sciencedirect.com/science/journal/00167878		10019		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_core	0016-7878	2043849-7
Proceedings of the Indian National Science Academy	0370-0046	2454-9983	2021	87					https://link.springer.com/journal/43538/volumes-and-issues		479493		fulltext		Springer	Serial		DESPR:deal_springer_current	0370-0046;2454-9983	2773381-6
Proceedings of the Indian National Science Academy	0370-0046	2454-9983	2021	87					https://link.springer.com/journal/43538/volumes-and-issues		479493		fulltext		Springer	Serial		DESPR:deal_springer_current	0370-0046;2454-9983	2773381-6
Proceedings of the London Mathematical Society	0024-6115	1460-244X	1997	74					https://londmathsoc.onlinelibrary.wiley.com/journal/1460244X		2320		fulltext		Wiley-Blackwell - STM ; formerly Oxford University Press (OUP) ; Cambridge University Press	Serial		WIDEA:deal_wiley	0024-6115;1460-244X	1468238-2
Proceedings of the National Academy of Sciences, India / Section A : Physical Sciences	0369-8203	2250-1762	2012	82	1				https://link.springer.com/journal/volumesAndIssues/40010		195688		fulltext		New York, NY ; Heidelberg : Springer	Serial		DESPR:deal_springer	0369-8203;2250-1762	2707742-1
Proceedings of the National Academy of Sciences, India / Section A : Physical Sciences	0369-8203	2250-1762	2012	82	1				https://link.springer.com/journal/volumesAndIssues/40010		195688		fulltext		New York, NY ; Heidelberg : Springer	Serial		DESPR:deal_springer	0369-8203;2250-1762	2707742-1
Proceedings of the National Academy of Sciences, India / Section A : Physical Sciences	0369-8203	2250-1762	2020	90	1				https://link.springer.com/journal/volumesAndIssues/40010		195688		fulltext		New York, NY ; Heidelberg : Springer	Serial		DESPR:deal_springer_current	0369-8203;2250-1762	2707742-1
Proceedings of the National Academy of Sciences, India / Section A : Physical Sciences	0369-8203	2250-1762	2020	90	1				https://link.springer.com/journal/volumesAndIssues/40010		195688		fulltext		New York, NY ; Heidelberg : Springer	Serial		DESPR:deal_springer_current	0369-8203;2250-1762	2707742-1
Proceedings of the National Academy of Sciences, India / Section B : Biological Sciences	0369-8211	2250-1746	2012	82	1				https://link.springer.com/journal/volumesAndIssues/40011		195687		fulltext		Springer	Serial		DESPR:deal_springer	0369-8211;2250-1746	2707745-7
Proceedings of the National Academy of Sciences, India / Section B : Biological Sciences	0369-8211	2250-1746	2012	82	1				https://link.springer.com/journal/volumesAndIssues/40011		195687		fulltext		Springer	Serial		DESPR:deal_springer	0369-8211;2250-1746	2707745-7
Proceedings of the National Academy of Sciences, India / Section B : Biological Sciences	0369-8211	2250-1746	2020	90	1				https://link.springer.com/journal/volumesAndIssues/40011		195687		fulltext		Springer	Serial		DESPR:deal_springer_current	0369-8211;2250-1746	2707745-7
Proceedings of the National Academy of Sciences, India / Section B : Biological Sciences	0369-8211	2250-1746	2020	90	1				https://link.springer.com/journal/volumesAndIssues/40011		195687		fulltext		Springer	Serial		DESPR:deal_springer_current	0369-8211;2250-1746	2707745-7
